pixel_id,elevation,toid,within_building,without_building,height,base_roof_height
193879,117.36,osgb5000005134753286,False,False,9.85,8.8
193880,117.32,osgb5000005134753286,False,False,9.85,8.8
193881,117.29,osgb5000005134753286,False,False,9.85,8.8
194493,117.37,osgb5000005134753286,False,False,9.85,8.8
194494,117.3,osgb5000005134753286,False,False,9.85,8.8
194495,117.29,osgb5000005134753286,False,False,9.85,8.8
194496,117.29,osgb5000005134753286,False,False,9.85,8.8
176384,117.3,osgb5000005134753286,True,False,9.85,8.8
176385,117.25,osgb5000005134753286,True,False,9.85,8.8
176386,117.28,osgb5000005134753286,True,False,9.85,8.8
176387,117.25,osgb5000005134753286,True,False,9.85,8.8
176947,117.26,osgb5000005134753286,True,False,9.85,8.8
176948,117.24,osgb5000005134753286,True,False,9.85,8.8
176949,117.25,osgb5000005134753286,True,False,9.85,8.8
176950,117.24,osgb5000005134753286,True,False,9.85,8.8
176951,117.24,osgb5000005134753286,True,False,9.85,8.8
176952,117.33,osgb5000005134753286,True,False,9.85,8.8
177504,117.25,osgb5000005134753286,True,False,9.85,8.8
177505,117.25,osgb5000005134753286,True,False,9.85,8.8
177506,117.29,osgb5000005134753286,True,False,9.85,8.8
177507,117.27,osgb5000005134753286,True,False,9.85,8.8
177508,117.27,osgb5000005134753286,True,False,9.85,8.8
177509,117.32,osgb5000005134753286,True,False,9.85,8.8
177510,117.26,osgb5000005134753286,True,False,9.85,8.8
177511,117.22,osgb5000005134753286,True,False,9.85,8.8
177512,117.21,osgb5000005134753286,True,False,9.85,8.8
178067,117.37,osgb5000005134753286,True,False,9.85,8.8
178068,117.34,osgb5000005134753286,True,False,9.85,8.8
178069,117.31,osgb5000005134753286,True,False,9.85,8.8
178070,117.32,osgb5000005134753286,True,False,9.85,8.8
178071,117.27,osgb5000005134753286,True,False,9.85,8.8
178072,117.23,osgb5000005134753286,True,False,9.85,8.8
178073,117.25,osgb5000005134753286,True,False,9.85,8.8
178074,117.29,osgb5000005134753286,True,False,9.85,8.8
178075,117.26,osgb5000005134753286,True,False,9.85,8.8
178076,117.29,osgb5000005134753286,True,False,9.85,8.8
178636,117.26,osgb5000005134753286,True,False,9.85,8.8
178637,117.28,osgb5000005134753286,True,False,9.85,8.8
178638,117.39,osgb5000005134753286,True,False,9.85,8.8
178640,117.2,osgb5000005134753286,True,False,9.85,8.8
178641,117.25,osgb5000005134753286,True,False,9.85,8.8
178642,117.24,osgb5000005134753286,True,False,9.85,8.8
178643,117.16,osgb5000005134753286,True,False,9.85,8.8
179205,117.03,osgb5000005134753286,True,False,9.85,8.8
179738,117.25,osgb5000005134753286,True,False,9.85,8.8
179739,117.25,osgb5000005134753286,True,False,9.85,8.8
179740,117.27,osgb5000005134753286,True,False,9.85,8.8
179741,117.24,osgb5000005134753286,True,False,9.85,8.8
179742,117.46,osgb5000005134753286,True,False,9.85,8.8
180803,117.25,osgb5000005134753286,True,False,9.85,8.8
180804,117.28,osgb5000005134753286,True,False,9.85,8.8
181342,117.32,osgb5000005134753286,True,False,9.85,8.8
181343,117.23,osgb5000005134753286,True,False,9.85,8.8
181344,117.3,osgb5000005134753286,True,False,9.85,8.8
181345,117.23,osgb5000005134753286,True,False,9.85,8.8
181346,117.27,osgb5000005134753286,True,False,9.85,8.8
181347,117.2,osgb5000005134753286,True,False,9.85,8.8
181348,117.24,osgb5000005134753286,True,False,9.85,8.8
182472,117.34,osgb5000005134753286,True,False,9.85,8.8
182473,117.3,osgb5000005134753286,True,False,9.85,8.8
182474,117.31,osgb5000005134753286,True,False,9.85,8.8
182475,117.28,osgb5000005134753286,True,False,9.85,8.8
182476,117.32,osgb5000005134753286,True,False,9.85,8.8
182477,117.32,osgb5000005134753286,True,False,9.85,8.8
182478,117.26,osgb5000005134753286,True,False,9.85,8.8
182479,117.27,osgb5000005134753286,True,False,9.85,8.8
182480,117.27,osgb5000005134753286,True,False,9.85,8.8
182481,117.07,osgb5000005134753286,True,False,9.85,8.8
184360,117.32,osgb5000005134753286,True,False,9.85,8.8
184361,117.31,osgb5000005134753286,True,False,9.85,8.8
184364,117.28,osgb5000005134753286,True,False,9.85,8.8
184365,117.29,osgb5000005134753286,True,False,9.85,8.8
184366,117.3,osgb5000005134753286,True,False,9.85,8.8
184367,117.27,osgb5000005134753286,True,False,9.85,8.8
184368,117.22,osgb5000005134753286,True,False,9.85,8.8
184369,117.27,osgb5000005134753286,True,False,9.85,8.8
185019,117.25,osgb5000005134753286,True,False,9.85,8.8
185020,117.23,osgb5000005134753286,True,False,9.85,8.8
185021,117.27,osgb5000005134753286,True,False,9.85,8.8
185022,117.27,osgb5000005134753286,True,False,9.85,8.8
185666,117.31,osgb5000005134753286,True,False,9.85,8.8
185667,117.28,osgb5000005134753286,True,False,9.85,8.8
185668,117.27,osgb5000005134753286,True,False,9.85,8.8
185669,117.34,osgb5000005134753286,True,False,9.85,8.8
185670,117.28,osgb5000005134753286,True,False,9.85,8.8
185673,117.29,osgb5000005134753286,True,False,9.85,8.8
185674,117.25,osgb5000005134753286,True,False,9.85,8.8
185675,117.25,osgb5000005134753286,True,False,9.85,8.8
186302,117.38,osgb5000005134753286,True,False,9.85,8.8
186303,117.36,osgb5000005134753286,True,False,9.85,8.8
186304,117.32,osgb5000005134753286,True,False,9.85,8.8
186305,117.33,osgb5000005134753286,True,False,9.85,8.8
186306,117.28,osgb5000005134753286,True,False,9.85,8.8
186307,117.25,osgb5000005134753286,True,False,9.85,8.8
186309,117.11,osgb5000005134753286,True,False,9.85,8.8
186310,117.26,osgb5000005134753286,True,False,9.85,8.8
186312,117.24,osgb5000005134753286,True,False,9.85,8.8
