pixel_id,elevation,toid,within_building,without_building,height,base_roof_height
319338,125.92,osgb1000019927618,True,False,6.25,4.3
319339,124.94,osgb1000019927618,True,False,6.25,4.3
319835,126.77,osgb1000019927618,True,False,6.25,4.3
319836,126.77,osgb1000019927618,True,False,6.25,4.3
319837,125.59,osgb1000019927618,True,False,6.25,4.3
320349,126.8,osgb1000019927618,True,False,6.25,4.3
320350,126.78,osgb1000019927618,True,False,6.25,4.3
320351,126.19,osgb1000019927618,True,False,6.25,4.3
320868,126.65,osgb1000019927618,True,False,6.25,4.3
320869,126.84,osgb1000019927618,True,False,6.25,4.3
320870,125.73,osgb1000019927618,True,False,6.25,4.3
321385,126.64,osgb1000019927618,True,False,6.25,4.3
321386,126.61,osgb1000019927618,True,False,6.25,4.3
321387,125.13,osgb1000019927618,True,False,6.25,4.3
321388,124.73,osgb1000019927618,True,False,6.25,4.3
321389,124.71,osgb1000019927618,True,False,6.25,4.3
321902,126.61,osgb1000019927618,True,False,6.25,4.3
321903,126.65,osgb1000019927618,True,False,6.25,4.3
321904,126.97,osgb1000019927618,True,False,6.25,4.3
321905,126.58,osgb1000019927618,True,False,6.25,4.3
321906,126.12,osgb1000019927618,True,False,6.25,4.3
321907,125.76,osgb1000019927618,True,False,6.25,4.3
321908,124.83,osgb1000019927618,True,False,6.25,4.3
322413,126.61,osgb1000019927618,True,False,6.25,4.3
322414,126.64,osgb1000019927618,True,False,6.25,4.3
322415,126.9,osgb1000019927618,True,False,6.25,4.3
322416,124.56,osgb1000019927618,True,False,6.25,4.3
322417,126.64,osgb1000019927618,True,False,6.25,4.3
322418,127.04,osgb1000019927618,True,False,6.25,4.3
322419,126.83,osgb1000019927618,True,False,6.25,4.3
322420,124.56,osgb1000019927618,True,False,6.25,4.3
322907,126.66,osgb1000019927618,True,False,6.25,4.3
322908,126.74,osgb1000019927618,True,False,6.25,4.3
322909,127.23,osgb1000019927618,True,False,6.25,4.3
322910,127.03,osgb1000019927618,True,False,6.25,4.3
322911,127.06,osgb1000019927618,True,False,6.25,4.3
322912,126.93,osgb1000019927618,True,False,6.25,4.3
322913,128.33,osgb1000019927618,True,False,6.25,4.3
322914,126.38,osgb1000019927618,True,False,6.25,4.3
322915,124.49,osgb1000019927618,True,False,6.25,4.3
323412,126.61,osgb1000019927618,True,False,6.25,4.3
323413,126.89,osgb1000019927618,True,False,6.25,4.3
323414,125.83,osgb1000019927618,True,False,6.25,4.3
323415,127.27,osgb1000019927618,True,False,6.25,4.3
323416,127.24,osgb1000019927618,True,False,6.25,4.3
323417,127.11,osgb1000019927618,True,False,6.25,4.3
323418,129.36,osgb1000019927618,True,False,6.25,4.3
323419,130.89,osgb1000019927618,True,False,6.25,4.3
323420,130.31,osgb1000019927618,True,False,6.25,4.3
323421,124.61,osgb1000019927618,True,False,6.25,4.3
323422,124.49,osgb1000019927618,True,False,6.25,4.3
323927,126.49,osgb1000019927618,True,False,6.25,4.3
323928,124.36,osgb1000019927618,True,False,6.25,4.3
323929,126.79,osgb1000019927618,True,False,6.25,4.3
323930,127.45,osgb1000019927618,True,False,6.25,4.3
323931,130.61,osgb1000019927618,True,False,6.25,4.3
323932,132.01,osgb1000019927618,True,False,6.25,4.3
323933,131.48,osgb1000019927618,True,False,6.25,4.3
323934,130.97,osgb1000019927618,True,False,6.25,4.3
323935,130.41,osgb1000019927618,True,False,6.25,4.3
323936,129.93,osgb1000019927618,True,False,6.25,4.3
323937,124.56,osgb1000019927618,True,False,6.25,4.3
323941,127.37,osgb1000019927618,True,False,6.25,4.3
323942,126.97,osgb1000019927618,True,False,6.25,4.3
323943,125.66,osgb1000019927618,False,False,6.25,4.3
324440,132.32,osgb1000019927618,True,False,6.25,4.3
324438,126.17,osgb1000019927618,True,False,6.25,4.3
324439,129.81,osgb1000019927618,True,False,6.25,4.3
324441,132.58,osgb1000019927618,True,False,6.25,4.3
324442,132.17,osgb1000019927618,True,False,6.25,4.3
324443,131.6,osgb1000019927618,True,False,6.25,4.3
324444,131.01,osgb1000019927618,True,False,6.25,4.3
324445,130.48,osgb1000019927618,True,False,6.25,4.3
324446,129.38,osgb1000019927618,True,False,6.25,4.3
324447,126.55,osgb1000019927618,True,False,6.25,4.3
324448,125.17,osgb1000019927618,True,False,6.25,4.3
324449,127.29,osgb1000019927618,True,False,6.25,4.3
324450,127.32,osgb1000019927618,True,False,6.25,4.3
324451,127.32,osgb1000019927618,False,False,6.25,4.3
324452,125.62,osgb1000019927618,False,False,6.25,4.3
324929,131.12,osgb1000019927618,True,False,6.25,4.3
324930,131.69,osgb1000019927618,True,False,6.25,4.3
324931,132.22,osgb1000019927618,True,False,6.25,4.3
324932,132.42,osgb1000019927618,True,False,6.25,4.3
324933,132.21,osgb1000019927618,True,False,6.25,4.3
324934,131.67,osgb1000019927618,True,False,6.25,4.3
324935,131.13,osgb1000019927618,True,False,6.25,4.3
324936,130.62,osgb1000019927618,True,False,6.25,4.3
324937,129.67,osgb1000019927618,True,False,6.25,4.3
324938,127.51,osgb1000019927618,True,False,6.25,4.3
324939,127.32,osgb1000019927618,True,False,6.25,4.3
324940,127.35,osgb1000019927618,False,False,6.25,4.3
324941,125.37,osgb1000019927618,False,False,6.25,4.3
325398,131.03,osgb1000019927618,True,False,6.25,4.3
325399,131.56,osgb1000019927618,True,False,6.25,4.3
325397,129.95,osgb1000019927618,True,False,6.25,4.3
325402,132.3,osgb1000019927618,True,False,6.25,4.3
325403,131.79,osgb1000019927618,True,False,6.25,4.3
325404,131.22,osgb1000019927618,True,False,6.25,4.3
325405,128.08,osgb1000019927618,True,False,6.25,4.3
325406,127.38,osgb1000019927618,True,False,6.25,4.3
325407,127.35,osgb1000019927618,False,False,6.25,4.3
325408,126.04,osgb1000019927618,False,False,6.25,4.3
325409,124.71,osgb1000019927618,False,False,6.25,4.3
325400,132.14,osgb1000019927618,True,False,6.25,4.3
325401,132.43,osgb1000019927618,True,False,6.25,4.3
325851,130.38,osgb1000019927618,True,False,6.25,4.3
325852,130.97,osgb1000019927618,True,False,6.25,4.3
325853,131.52,osgb1000019927618,True,False,6.25,4.3
325854,132.04,osgb1000019927618,True,False,6.25,4.3
325855,132.48,osgb1000019927618,True,False,6.25,4.3
325856,130.67,osgb1000019927618,True,False,6.25,4.3
325857,127.57,osgb1000019927618,True,False,6.25,4.3
325858,127.39,osgb1000019927618,True,False,6.25,4.3
325859,127.41,osgb1000019927618,False,False,6.25,4.3
325860,127.41,osgb1000019927618,False,False,6.25,4.3
325861,127.3,osgb1000019927618,False,False,6.25,4.3
325862,127.2,osgb1000019927618,False,False,6.25,4.3
325863,124.73,osgb1000019927618,False,False,6.25,4.3
326299,130.08,osgb1000019927618,True,False,6.25,4.3
326300,130.84,osgb1000019927618,True,False,6.25,4.3
326301,131.35,osgb1000019927618,True,False,6.25,4.3
326302,131.9,osgb1000019927618,True,False,6.25,4.3
326303,127.94,osgb1000019927618,True,False,6.25,4.3
326304,127.45,osgb1000019927618,True,False,6.25,4.3
326305,127.46,osgb1000019927618,False,False,6.25,4.3
326306,127.42,osgb1000019927618,False,False,6.25,4.3
326307,127.4,osgb1000019927618,False,False,6.25,4.3
326308,127.32,osgb1000019927618,False,False,6.25,4.3
326309,125.34,osgb1000019927618,False,False,6.25,4.3
326310,124.58,osgb1000019927618,False,False,6.25,4.3
326741,130.1,osgb1000019927618,True,False,6.25,4.3
326742,130.81,osgb1000019927618,True,False,6.25,4.3
326751,129.84,osgb1000019927618,False,False,6.25,4.3
326743,129.37,osgb1000019927618,True,False,6.25,4.3
326744,127.44,osgb1000019927618,True,False,6.25,4.3
326745,127.44,osgb1000019927618,False,False,6.25,4.3
326746,127.37,osgb1000019927618,False,False,6.25,4.3
326747,127.35,osgb1000019927618,False,False,6.25,4.3
326748,127.32,osgb1000019927618,False,False,6.25,4.3
326749,127.36,osgb1000019927618,False,False,6.25,4.3
326750,129.53,osgb1000019927618,False,False,6.25,4.3
327190,131.08,osgb1000019927618,False,False,6.25,4.3
327181,128.98,osgb1000019927618,True,False,6.25,4.3
327182,128.5,osgb1000019927618,True,False,6.25,4.3
327183,127.8,osgb1000019927618,True,False,6.25,4.3
327184,127.57,osgb1000019927618,True,False,6.25,4.3
327185,127.49,osgb1000019927618,False,False,6.25,4.3
327186,127.4,osgb1000019927618,False,False,6.25,4.3
327187,127.35,osgb1000019927618,False,False,6.25,4.3
327188,127.3,osgb1000019927618,False,False,6.25,4.3
327189,129.38,osgb1000019927618,False,False,6.25,4.3
327625,127.91,osgb1000019927618,True,False,6.25,4.3
327626,127.99,osgb1000019927618,True,False,6.25,4.3
327627,127.78,osgb1000019927618,False,False,6.25,4.3
327628,127.64,osgb1000019927618,False,False,6.25,4.3
327629,127.41,osgb1000019927618,False,False,6.25,4.3
327630,127.38,osgb1000019927618,False,False,6.25,4.3
327631,128.42,osgb1000019927618,False,False,6.25,4.3
327632,131.63,osgb1000019927618,False,False,6.25,4.3
328064,127.8,osgb1000019927618,False,False,6.25,4.3
328065,128.01,osgb1000019927618,False,False,6.25,4.3
328066,127.8,osgb1000019927618,False,False,6.25,4.3
328067,127.63,osgb1000019927618,False,False,6.25,4.3
328068,129.97,osgb1000019927618,False,False,6.25,4.3
328069,131.58,osgb1000019927618,False,False,6.25,4.3
328494,130.93,osgb1000019927618,False,False,6.25,4.3
328491,127.73,osgb1000019927618,False,False,6.25,4.3
328492,128.05,osgb1000019927618,False,False,6.25,4.3
328493,128.75,osgb1000019927618,False,False,6.25,4.3
328495,131.5,osgb1000019927618,False,False,6.25,4.3
328922,130.3,osgb1000019927618,False,False,6.25,4.3
328920,127.67,osgb1000019927618,False,False,6.25,4.3
328921,128.99,osgb1000019927618,False,False,6.25,4.3
329344,127.79,osgb1000019927618,False,False,6.25,4.3
318847,127.02,osgb1000019927618,False,True,6.25,4.3
318848,125.18,osgb1000019927618,False,False,6.25,4.3
318849,124.76,osgb1000019927618,False,True,6.25,4.3
319336,126.82,osgb1000019927618,False,True,6.25,4.3
319337,126.75,osgb1000019927618,False,False,6.25,4.3
319340,124.67,osgb1000019927618,False,True,6.25,4.3
319833,126.91,osgb1000019927618,False,True,6.25,4.3
319834,126.74,osgb1000019927618,False,False,6.25,4.3
319838,124.7,osgb1000019927618,False,True,6.25,4.3
320348,126.3,osgb1000019927618,False,True,6.25,4.3
320352,124.7,osgb1000019927618,False,True,6.25,4.3
320867,126.12,osgb1000019927618,False,True,6.25,4.3
320871,124.73,osgb1000019927618,False,True,6.25,4.3
321384,126.61,osgb1000019927618,False,True,6.25,4.3
321390,124.74,osgb1000019927618,False,True,6.25,4.3
321391,124.63,osgb1000019927618,False,True,6.25,4.3
321901,125.93,osgb1000019927618,False,True,6.25,4.3
321909,124.57,osgb1000019927618,False,False,6.25,4.3
322412,125.5,osgb1000019927618,False,True,6.25,4.3
322421,124.48,osgb1000019927618,False,True,6.25,4.3
322905,125.7,osgb1000019927618,False,True,6.25,4.3
322906,126.59,osgb1000019927618,False,False,6.25,4.3
322916,124.48,osgb1000019927618,False,True,6.25,4.3
322917,124.54,osgb1000019927618,False,True,6.25,4.3
322918,124.56,osgb1000019927618,False,True,6.25,4.3
322919,124.58,osgb1000019927618,False,True,6.25,4.3
323411,126.21,osgb1000019927618,False,True,6.25,4.3
323423,124.5,osgb1000019927618,False,False,6.25,4.3
323424,124.52,osgb1000019927618,False,True,6.25,4.3
323425,124.55,osgb1000019927618,False,True,6.25,4.3
323426,124.77,osgb1000019927618,False,False,6.25,4.3
323427,124.56,osgb1000019927618,False,False,6.25,4.3
323428,124.53,osgb1000019927618,False,True,6.25,4.3
323926,126.71,osgb1000019927618,False,True,6.25,4.3
323938,124.52,osgb1000019927618,False,False,6.25,4.3
323939,124.53,osgb1000019927618,False,True,6.25,4.3
323940,126.64,osgb1000019927618,False,False,6.25,4.3
323944,124.67,osgb1000019927618,False,True,6.25,4.3
324436,125.26,osgb1000019927618,False,True,6.25,4.3
324437,124.33,osgb1000019927618,False,False,6.25,4.3
324453,124.5,osgb1000019927618,False,True,6.25,4.3
324927,124.48,osgb1000019927618,False,True,6.25,4.3
324928,127.68,osgb1000019927618,False,False,6.25,4.3
324942,124.83,osgb1000019927618,False,True,6.25,4.3
325396,126.11,osgb1000019927618,False,False,6.25,4.3
325410,124.5,osgb1000019927618,False,True,6.25,4.3
325849,124.46,osgb1000019927618,False,True,6.25,4.3
325850,128.15,osgb1000019927618,False,True,6.25,4.3
325864,124.46,osgb1000019927618,False,True,6.25,4.3
326298,127.77,osgb1000019927618,False,True,6.25,4.3
326311,124.52,osgb1000019927618,False,True,6.25,4.3
326740,128.61,osgb1000019927618,False,True,6.25,4.3
327179,124.43,osgb1000019927618,False,True,6.25,4.3
327180,126.92,osgb1000019927618,False,False,6.25,4.3
327623,125.65,osgb1000019927618,False,True,6.25,4.3
