pixel_id,elevation,toid,within_building,without_building,height,base_roof_height
181303,114.88,osgb5000005152026792,False,False,9.25,6.8
181304,114.87,osgb5000005152026792,False,False,9.25,6.8
181847,114.74,osgb5000005152026792,False,False,9.25,6.8
181848,114.85,osgb5000005152026792,False,False,9.25,6.8
181849,114.89,osgb5000005152026792,False,False,9.25,6.8
181850,114.88,osgb5000005152026792,False,False,9.25,6.8
181854,114.8,osgb5000005152026792,True,False,9.25,6.8
182421,114.65,osgb5000005152026792,False,False,9.25,6.8
182422,114.73,osgb5000005152026792,False,False,9.25,6.8
182423,114.82,osgb5000005152026792,False,False,9.25,6.8
182424,114.9,osgb5000005152026792,False,False,9.25,6.8
182425,114.88,osgb5000005152026792,False,False,9.25,6.8
182426,114.87,osgb5000005152026792,False,False,9.25,6.8
182429,114.89,osgb5000005152026792,True,False,9.25,6.8
182430,114.86,osgb5000005152026792,True,False,9.25,6.8
182431,114.83,osgb5000005152026792,True,False,9.25,6.8
183025,114.74,osgb5000005152026792,False,False,9.25,6.8
183026,114.81,osgb5000005152026792,False,False,9.25,6.8
183027,114.9,osgb5000005152026792,False,False,9.25,6.8
183028,114.9,osgb5000005152026792,False,False,9.25,6.8
183029,114.89,osgb5000005152026792,False,False,9.25,6.8
183030,114.89,osgb5000005152026792,False,False,9.25,6.8
183031,114.91,osgb5000005152026792,True,False,9.25,6.8
183032,114.89,osgb5000005152026792,True,False,9.25,6.8
183033,114.86,osgb5000005152026792,True,False,9.25,6.8
183034,114.85,osgb5000005152026792,True,False,9.25,6.8
183035,114.86,osgb5000005152026792,True,False,9.25,6.8
183648,114.76,osgb5000005152026792,False,False,9.25,6.8
183649,114.81,osgb5000005152026792,False,False,9.25,6.8
183650,114.87,osgb5000005152026792,False,False,9.25,6.8
183651,114.9,osgb5000005152026792,False,False,9.25,6.8
183652,114.93,osgb5000005152026792,True,False,9.25,6.8
183653,114.93,osgb5000005152026792,True,False,9.25,6.8
183654,114.92,osgb5000005152026792,True,False,9.25,6.8
183655,114.86,osgb5000005152026792,True,False,9.25,6.8
183656,114.86,osgb5000005152026792,True,False,9.25,6.8
183657,114.85,osgb5000005152026792,True,False,9.25,6.8
183658,114.86,osgb5000005152026792,True,False,9.25,6.8
183659,114.87,osgb5000005152026792,True,False,9.25,6.8
184292,114.79,osgb5000005152026792,False,False,9.25,6.8
184293,114.87,osgb5000005152026792,False,False,9.25,6.8
184294,114.95,osgb5000005152026792,True,False,9.25,6.8
184295,114.91,osgb5000005152026792,True,False,9.25,6.8
184296,114.95,osgb5000005152026792,True,False,9.25,6.8
184297,114.94,osgb5000005152026792,True,False,9.25,6.8
184298,114.91,osgb5000005152026792,True,False,9.25,6.8
184299,114.91,osgb5000005152026792,True,False,9.25,6.8
184300,114.9,osgb5000005152026792,True,False,9.25,6.8
184301,114.89,osgb5000005152026792,True,False,9.25,6.8
184302,114.87,osgb5000005152026792,True,False,9.25,6.8
184938,114.73,osgb5000005152026792,True,False,9.25,6.8
184939,114.87,osgb5000005152026792,True,False,9.25,6.8
184940,114.95,osgb5000005152026792,True,False,9.25,6.8
184941,114.93,osgb5000005152026792,True,False,9.25,6.8
184942,114.95,osgb5000005152026792,True,False,9.25,6.8
184943,114.94,osgb5000005152026792,True,False,9.25,6.8
184944,114.95,osgb5000005152026792,True,False,9.25,6.8
184945,114.95,osgb5000005152026792,True,False,9.25,6.8
184946,114.92,osgb5000005152026792,True,False,9.25,6.8
184947,114.9,osgb5000005152026792,True,False,9.25,6.8
184948,114.89,osgb5000005152026792,True,False,9.25,6.8
184949,114.89,osgb5000005152026792,True,False,9.25,6.8
185584,114.65,osgb5000005152026792,True,False,9.25,6.8
185587,114.72,osgb5000005152026792,True,False,9.25,6.8
185588,114.78,osgb5000005152026792,True,False,9.25,6.8
185589,114.77,osgb5000005152026792,True,False,9.25,6.8
185590,114.84,osgb5000005152026792,True,False,9.25,6.8
185591,114.93,osgb5000005152026792,True,False,9.25,6.8
185592,114.99,osgb5000005152026792,True,False,9.25,6.8
185593,114.96,osgb5000005152026792,True,False,9.25,6.8
185594,114.98,osgb5000005152026792,True,False,9.25,6.8
185595,114.96,osgb5000005152026792,True,False,9.25,6.8
185596,114.95,osgb5000005152026792,True,False,9.25,6.8
185597,114.93,osgb5000005152026792,True,False,9.25,6.8
185598,114.91,osgb5000005152026792,True,False,9.25,6.8
185599,114.91,osgb5000005152026792,True,False,9.25,6.8
185600,114.9,osgb5000005152026792,True,False,9.25,6.8
186215,114.7,osgb5000005152026792,True,False,9.25,6.8
186216,114.69,osgb5000005152026792,True,False,9.25,6.8
186217,114.75,osgb5000005152026792,True,False,9.25,6.8
186219,114.7,osgb5000005152026792,True,False,9.25,6.8
186220,114.77,osgb5000005152026792,True,False,9.25,6.8
186221,114.79,osgb5000005152026792,True,False,9.25,6.8
186222,114.74,osgb5000005152026792,True,False,9.25,6.8
186223,114.81,osgb5000005152026792,True,False,9.25,6.8
186224,114.92,osgb5000005152026792,True,False,9.25,6.8
186225,114.99,osgb5000005152026792,True,False,9.25,6.8
186226,115.02,osgb5000005152026792,True,False,9.25,6.8
186227,115.0,osgb5000005152026792,True,False,9.25,6.8
186228,114.98,osgb5000005152026792,True,False,9.25,6.8
186229,115.01,osgb5000005152026792,True,False,9.25,6.8
186230,114.98,osgb5000005152026792,True,False,9.25,6.8
186231,114.95,osgb5000005152026792,True,False,9.25,6.8
186232,114.95,osgb5000005152026792,True,False,9.25,6.8
186233,114.93,osgb5000005152026792,True,False,9.25,6.8
186234,114.92,osgb5000005152026792,True,False,9.25,6.8
