pixel_id,elevation,toid,within_building,without_building,height,base_roof_height
206366,117.27,osgb5000005134753270,True,False,9.05,8.1
206963,117.29,osgb5000005134753270,True,False,9.05,8.1
206964,117.32,osgb5000005134753270,True,False,9.05,8.1
206965,117.29,osgb5000005134753270,True,False,9.05,8.1
206966,117.27,osgb5000005134753270,True,False,9.05,8.1
206967,117.2,osgb5000005134753270,True,False,9.05,8.1
206968,117.2,osgb5000005134753270,True,False,9.05,8.1
211519,106.86,osgb5000005134753270,True,False,9.05,8.1
211520,106.91,osgb5000005134753270,True,False,9.05,8.1
212199,106.85,osgb5000005134753270,True,False,9.05,8.1
212200,106.89,osgb5000005134753270,True,False,9.05,8.1
212201,106.89,osgb5000005134753270,True,False,9.05,8.1
212877,106.53,osgb5000005134753270,True,False,9.05,8.1
212878,106.62,osgb5000005134753270,True,False,9.05,8.1
212879,106.72,osgb5000005134753270,True,False,9.05,8.1
212880,106.8,osgb5000005134753270,True,False,9.05,8.1
212881,106.82,osgb5000005134753270,True,False,9.05,8.1
212882,106.81,osgb5000005134753270,True,False,9.05,8.1
213558,106.59,osgb5000005134753270,True,False,9.05,8.1
213559,106.61,osgb5000005134753270,True,False,9.05,8.1
213560,106.59,osgb5000005134753270,True,False,9.05,8.1
213561,106.67,osgb5000005134753270,True,False,9.05,8.1
213562,106.6,osgb5000005134753270,True,False,9.05,8.1
213563,106.72,osgb5000005134753270,True,False,9.05,8.1
213564,106.74,osgb5000005134753270,True,False,9.05,8.1
213565,106.77,osgb5000005134753270,True,False,9.05,8.1
213566,106.85,osgb5000005134753270,True,False,9.05,8.1
214244,106.61,osgb5000005134753270,True,False,9.05,8.1
214245,106.55,osgb5000005134753270,True,False,9.05,8.1
214246,106.62,osgb5000005134753270,True,False,9.05,8.1
214247,106.64,osgb5000005134753270,True,False,9.05,8.1
214248,106.61,osgb5000005134753270,True,False,9.05,8.1
214249,106.67,osgb5000005134753270,True,False,9.05,8.1
214250,106.64,osgb5000005134753270,True,False,9.05,8.1
214251,106.7,osgb5000005134753270,True,False,9.05,8.1
214252,106.74,osgb5000005134753270,True,False,9.05,8.1
214253,106.81,osgb5000005134753270,True,False,9.05,8.1
214944,106.58,osgb5000005134753270,True,False,9.05,8.1
214945,106.57,osgb5000005134753270,True,False,9.05,8.1
214946,106.61,osgb5000005134753270,True,False,9.05,8.1
214947,106.61,osgb5000005134753270,True,False,9.05,8.1
214948,106.59,osgb5000005134753270,True,False,9.05,8.1
214949,106.57,osgb5000005134753270,True,False,9.05,8.1
214950,106.63,osgb5000005134753270,True,False,9.05,8.1
214951,106.73,osgb5000005134753270,True,False,9.05,8.1
214952,106.77,osgb5000005134753270,True,False,9.05,8.1
214953,106.78,osgb5000005134753270,True,False,9.05,8.1
215632,106.64,osgb5000005134753270,True,False,9.05,8.1
215633,106.58,osgb5000005134753270,True,False,9.05,8.1
215634,106.61,osgb5000005134753270,True,False,9.05,8.1
215635,106.6,osgb5000005134753270,True,False,9.05,8.1
215636,106.68,osgb5000005134753270,True,False,9.05,8.1
215637,106.75,osgb5000005134753270,True,False,9.05,8.1
215638,106.74,osgb5000005134753270,True,False,9.05,8.1
215639,106.77,osgb5000005134753270,True,False,9.05,8.1
215640,106.78,osgb5000005134753270,True,False,9.05,8.1
216312,106.73,osgb5000005134753270,True,False,9.05,8.1
216964,106.65,osgb5000005134753270,True,False,9.05,8.1
216965,106.69,osgb5000005134753270,True,False,9.05,8.1
216966,106.64,osgb5000005134753270,True,False,9.05,8.1
216967,106.64,osgb5000005134753270,True,False,9.05,8.1
216968,106.65,osgb5000005134753270,True,False,9.05,8.1
216969,106.6,osgb5000005134753270,True,False,9.05,8.1
216970,106.67,osgb5000005134753270,True,False,9.05,8.1
218896,106.62,osgb5000005134753270,True,False,9.05,8.1
218897,106.68,osgb5000005134753270,True,False,9.05,8.1
218898,106.63,osgb5000005134753270,True,False,9.05,8.1
