pixel_id,easting,northing,elevation,aspect
403453,402828.29308015323,200457.84932041288,117.66,244.97
403454,402829.29308015323,200457.84932041288,117.88,236.27
403455,402830.29308015323,200457.84932041288,118.17,245.22
403456,402831.29308015323,200457.84932041288,118.41,245.98
403457,402832.29308015323,200457.84932041288,118.66,249.23
403458,402833.29308015323,200457.84932041288,118.88,247.62
403459,402834.29308015323,200457.84932041288,119.11,246.09
403460,402835.29308015323,200457.84932041288,119.36,245.14
403461,402836.29308015323,200457.84932041288,119.58,242.44
403462,402837.29308015323,200457.84932041288,119.81,159.77
404391,402837.29308015323,200455.84932041288,119.67,252.7
404392,402838.29308015323,200455.84932041288,119.7,70.82
405333,402831.29308015323,200453.84932041288,117.99,259.55
405336,402834.29308015323,200453.84932041288,118.77,197.18
405337,402835.29308015323,200453.84932041288,118.95,241.35
405338,402836.29308015323,200453.84932041288,119.24,242.53
405339,402837.29308015323,200453.84932041288,119.47,241.55
405340,402838.29308015323,200453.84932041288,119.67,242.56
405341,402839.29308015323,200453.84932041288,119.71,68.58
406826,402833.29308015323,200450.84932041288,118.2,252.46
406827,402834.29308015323,200450.84932041288,118.45,250.56
406828,402835.29308015323,200450.84932041288,118.73,250.55
406829,402836.29308015323,200450.84932041288,119.0,256.18
406830,402837.29308015323,200450.84932041288,119.22,259.65
406831,402838.29308015323,200450.84932041288,119.48,258.57
406832,402839.29308015323,200450.84932041288,119.68,264.38
406833,402840.29308015323,200450.84932041288,119.81,56.07
407329,402831.29308015323,200449.84932041288,117.56,256.93
407330,402832.29308015323,200449.84932041288,117.89,250.69
407331,402833.29308015323,200449.84932041288,118.16,251.39
407332,402834.29308015323,200449.84932041288,118.35,254.36
407333,402835.29308015323,200449.84932041288,118.6,256.41
407334,402836.29308015323,200449.84932041288,118.86,252.98
407335,402837.29308015323,200449.84932041288,119.13,250.2
407336,402838.29308015323,200449.84932041288,119.4,250.53
407337,402839.29308015323,200449.84932041288,119.63,251.56
407338,402840.29308015323,200449.84932041288,119.79,251.61
407837,402836.29308015323,200448.84932041288,118.85,249.72
407838,402837.29308015323,200448.84932041288,119.03,247.32
407839,402838.29308015323,200448.84932041288,119.29,246.46
407840,402839.29308015323,200448.84932041288,119.55,246.19
407841,402840.29308015323,200448.84932041288,119.74,245.22
407842,402841.29308015323,200448.84932041288,119.75,72.3
408329,402832.29308015323,200447.84932041288,117.75,241.66
408330,402833.29308015323,200447.84932041288,117.94,251.04
408331,402834.29308015323,200447.84932041288,118.19,251.08
408332,402835.29308015323,200447.84932041288,118.44,247.62
408333,402836.29308015323,200447.84932041288,118.7,244.2
408334,402837.29308015323,200447.84932041288,118.93,246.21
408335,402838.29308015323,200447.84932041288,119.17,246.94
408336,402839.29308015323,200447.84932041288,119.41,246.59
408337,402840.29308015323,200447.84932041288,119.67,245.22
408338,402841.29308015323,200447.84932041288,119.76,105.94
411536,402844.29308015323,200439.84932041288,119.79,38.42
412231,402844.29308015323,200437.84932041288,119.82,246.8
412232,402845.29308015323,200437.84932041288,119.74,98.13
387624,402831.29308015323,200490.84932041288,118.33,333.56
387625,402832.29308015323,200490.84932041288,118.05,355.87
387626,402833.29308015323,200490.84932041288,117.81,43.56
387627,402834.29308015323,200490.84932041288,117.53,63.82
389254,402827.29308015323,200487.84932041288,119.59,72.55
389255,402828.29308015323,200487.84932041288,119.34,71.21
389256,402829.29308015323,200487.84932041288,119.12,67.8
389257,402830.29308015323,200487.84932041288,118.85,66.87
389258,402831.29308015323,200487.84932041288,118.58,68.96
389259,402832.29308015323,200487.84932041288,118.24,70.28
389260,402833.29308015323,200487.84932041288,118.03,70.14
389261,402834.29308015323,200487.84932041288,117.77,77.51
389794,402834.29308015323,200486.84932041288,117.92,58.19
389795,402835.29308015323,200486.84932041288,117.7,71.53
390340,402833.29308015323,200485.84932041288,118.32,66.67
390341,402834.29308015323,200485.84932041288,118.0,69.44
390342,402835.29308015323,200485.84932041288,117.75,72.65
390892,402828.29308015323,200484.84932041288,119.62,77.36
390893,402829.29308015323,200484.84932041288,119.41,77.29
390894,402830.29308015323,200484.84932041288,119.14,72.25
390895,402831.29308015323,200484.84932041288,118.89,64.35
390896,402832.29308015323,200484.84932041288,118.67,64.81
390897,402833.29308015323,200484.84932041288,118.37,67.97
390898,402834.29308015323,200484.84932041288,118.11,66.87
390899,402835.29308015323,200484.84932041288,117.87,65.99
391452,402828.29308015323,200483.84932041288,119.66,72.84
391453,402829.29308015323,200483.84932041288,119.36,71.74
391454,402830.29308015323,200483.84932041288,119.14,69.17
391455,402831.29308015323,200483.84932041288,118.94,69.09
391456,402832.29308015323,200483.84932041288,118.75,70.64
391457,402833.29308015323,200483.84932041288,118.52,70.57
391458,402834.29308015323,200483.84932041288,118.25,71.41
391459,402835.29308015323,200483.84932041288,117.96,62.78
391460,402836.29308015323,200483.84932041288,117.72,49.97
391996,402832.29308015323,200482.84932041288,118.8,69.04
391997,402833.29308015323,200482.84932041288,118.58,72.25
391998,402834.29308015323,200482.84932041288,118.29,72.99
391999,402835.29308015323,200482.84932041288,118.03,69.7
392000,402836.29308015323,200482.84932041288,117.8,61.45
392001,402837.29308015323,200482.84932041288,117.6,75.94
392499,402833.29308015323,200481.84932041288,118.69,73.86
392500,402834.29308015323,200481.84932041288,118.4,69.57
392501,402835.29308015323,200481.84932041288,118.16,72.84
392502,402836.29308015323,200481.84932041288,117.91,92.09
392503,402837.29308015323,200481.84932041288,117.63,80.51
392983,402832.29308015323,200480.84932041288,118.93,67.5
392984,402833.29308015323,200480.84932041288,118.7,68.77
392985,402834.29308015323,200480.84932041288,118.49,69.8
392986,402835.29308015323,200480.84932041288,118.27,74.74
392987,402836.29308015323,200480.84932041288,117.79,77.74
393448,402830.29308015323,200479.84932041288,119.6,75.6
393449,402831.29308015323,200479.84932041288,119.37,71.22
393450,402832.29308015323,200479.84932041288,119.14,69.86
393451,402833.29308015323,200479.84932041288,118.85,67.38
393452,402834.29308015323,200479.84932041288,118.6,66.94
393453,402835.29308015323,200479.84932041288,118.31,65.1
393454,402836.29308015323,200479.84932041288,118.07,55.73
393455,402837.29308015323,200479.84932041288,117.81,44.78
393456,402838.29308015323,200479.84932041288,117.56,76.69
393894,402830.29308015323,200478.84932041288,119.63,70.85
393895,402831.29308015323,200478.84932041288,119.37,72.25
393896,402832.29308015323,200478.84932041288,119.1,72.63
393897,402833.29308015323,200478.84932041288,118.91,72.83
393898,402834.29308015323,200478.84932041288,118.7,75.09
393899,402835.29308015323,200478.84932041288,118.47,74.74
393900,402836.29308015323,200478.84932041288,118.22,72.6
393901,402837.29308015323,200478.84932041288,117.94,70.42
393902,402838.29308015323,200478.84932041288,117.66,79.15
394333,402831.29308015323,200477.84932041288,119.52,70.7
394334,402832.29308015323,200477.84932041288,119.29,66.87
394335,402833.29308015323,200477.84932041288,119.01,69.72
394336,402834.29308015323,200477.84932041288,118.72,73.25
394337,402835.29308015323,200477.84932041288,118.44,73.71
394338,402836.29308015323,200477.84932041288,118.23,74.4
394339,402837.29308015323,200477.84932041288,117.99,74.36
394340,402838.29308015323,200477.84932041288,117.78,53.57
394341,402839.29308015323,200477.84932041288,117.56,58.7
394779,402831.29308015323,200476.84932041288,119.53,72.8
394780,402832.29308015323,200476.84932041288,119.34,70.14
394781,402833.29308015323,200476.84932041288,119.09,70.57
394782,402834.29308015323,200476.84932041288,118.85,66.25
394783,402835.29308015323,200476.84932041288,118.61,64.13
394784,402836.29308015323,200476.84932041288,118.36,66.67
394785,402837.29308015323,200476.84932041288,118.07,67.5
394786,402838.29308015323,200476.84932041288,117.82,67.74
394787,402839.29308015323,200476.84932041288,117.55,78.22
395217,402831.29308015323,200475.84932041288,119.71,64.54
395218,402832.29308015323,200475.84932041288,119.45,66.73
395219,402833.29308015323,200475.84932041288,119.19,66.87
395220,402834.29308015323,200475.84932041288,118.93,66.23
395221,402835.29308015323,200475.84932041288,118.72,69.08
395222,402836.29308015323,200475.84932041288,118.42,69.93
395223,402837.29308015323,200475.84932041288,118.21,67.8
395224,402838.29308015323,200475.84932041288,117.97,68.0
395225,402839.29308015323,200475.84932041288,117.75,60.99
395665,402835.29308015323,200474.84932041288,118.8,71.56
395666,402836.29308015323,200474.84932041288,118.54,68.89
395667,402837.29308015323,200474.84932041288,118.28,68.15
395668,402838.29308015323,200474.84932041288,118.02,69.19
395669,402839.29308015323,200474.84932041288,117.74,60.12
395670,402840.29308015323,200474.84932041288,117.54,84.36
396112,402832.29308015323,200473.84932041288,119.62,69.9
396113,402833.29308015323,200473.84932041288,119.31,66.87
396114,402834.29308015323,200473.84932041288,119.08,66.73
396115,402835.29308015323,200473.84932041288,118.87,68.65
396116,402836.29308015323,200473.84932041288,118.64,70.2
396117,402837.29308015323,200473.84932041288,118.4,71.39
396118,402838.29308015323,200473.84932041288,118.16,69.64
396119,402839.29308015323,200473.84932041288,117.94,66.87
396120,402840.29308015323,200473.84932041288,117.66,81.22
396567,402833.29308015323,200472.84932041288,119.52,64.44
396568,402834.29308015323,200472.84932041288,119.29,64.24
396569,402835.29308015323,200472.84932041288,118.98,67.68
396570,402836.29308015323,200472.84932041288,118.73,69.57
396571,402837.29308015323,200472.84932041288,118.44,70.06
396572,402838.29308015323,200472.84932041288,118.19,70.69
396573,402839.29308015323,200472.84932041288,117.96,72.83
396574,402840.29308015323,200472.84932041288,117.75,51.85
396575,402841.29308015323,200472.84932041288,117.51,59.99
397024,402837.29308015323,200471.84932041288,118.58,68.81
397025,402838.29308015323,200471.84932041288,118.35,66.87
397026,402839.29308015323,200471.84932041288,118.06,68.2
397027,402840.29308015323,200471.84932041288,117.82,72.24
397028,402841.29308015323,200471.84932041288,117.52,82.9
397934,402837.29308015323,200469.84932041288,118.73,69.36
397935,402838.29308015323,200469.84932041288,118.43,67.38
397936,402839.29308015323,200469.84932041288,118.23,65.19
397937,402840.29308015323,200469.84932041288,117.98,65.17
397938,402841.29308015323,200469.84932041288,117.74,54.68
397939,402842.29308015323,200469.84932041288,117.52,64.62
398385,402834.29308015323,200468.84932041288,119.57,72.76
398386,402835.29308015323,200468.84932041288,119.42,73.38
398387,402836.29308015323,200468.84932041288,119.09,73.28
398388,402837.29308015323,200468.84932041288,118.84,67.87
398389,402838.29308015323,200468.84932041288,118.6,64.76
398390,402839.29308015323,200468.84932041288,118.39,64.95
398391,402840.29308015323,200468.84932041288,118.14,65.96
398392,402841.29308015323,200468.84932041288,117.89,66.6
398393,402842.29308015323,200468.84932041288,117.61,75.09
398850,402841.29308015323,200467.84932041288,117.97,72.79
398851,402842.29308015323,200467.84932041288,117.71,94.35
399760,402838.29308015323,200465.84932041288,118.94,73.98
399761,402839.29308015323,200465.84932041288,118.67,74.97
399762,402840.29308015323,200465.84932041288,118.39,72.72
399763,402841.29308015323,200465.84932041288,118.13,68.92
399764,402842.29308015323,200465.84932041288,117.88,51.57
399765,402843.29308015323,200465.84932041288,117.63,48.65
400220,402836.29308015323,200464.84932041288,119.45,71.74
400221,402837.29308015323,200464.84932041288,119.21,71.57
400222,402838.29308015323,200464.84932041288,118.96,74.65
400223,402839.29308015323,200464.84932041288,118.7,73.4
400224,402840.29308015323,200464.84932041288,118.43,70.2
400225,402841.29308015323,200464.84932041288,118.23,69.8
400226,402842.29308015323,200464.84932041288,117.99,70.67
400227,402843.29308015323,200464.84932041288,117.78,52.08
400228,402844.29308015323,200464.84932041288,117.55,44.47
400685,402844.29308015323,200463.84932041288,117.53,94.88
401143,402836.29308015323,200462.84932041288,119.6,74.42
401144,402837.29308015323,200462.84932041288,119.35,70.31
401145,402838.29308015323,200462.84932041288,119.1,65.92
401146,402839.29308015323,200462.84932041288,118.9,65.84
401147,402840.29308015323,200462.84932041288,118.68,69.28
401148,402841.29308015323,200462.84932041288,118.47,70.2
401149,402842.29308015323,200462.84932041288,118.21,69.04
401150,402843.29308015323,200462.84932041288,117.96,66.04
401151,402844.29308015323,200462.84932041288,117.7,75.28
402071,402843.29308015323,200460.84932041288,118.1,67.1
402072,402844.29308015323,200460.84932041288,117.87,87.1
402529,402837.29308015323,200459.84932041288,119.73,63.1
402530,402838.29308015323,200459.84932041288,119.46,67.34
402531,402839.29308015323,200459.84932041288,119.18,67.78
402532,402840.29308015323,200459.84932041288,118.89,69.7
402533,402841.29308015323,200459.84932041288,118.67,71.2
402534,402842.29308015323,200459.84932041288,118.42,70.35
402535,402843.29308015323,200459.84932041288,118.21,71.57
402536,402844.29308015323,200459.84932041288,117.99,56.99
403002,402845.29308015323,200458.84932041288,117.58,58.06
403463,402838.29308015323,200457.84932041288,119.57,72.2
403464,402839.29308015323,200457.84932041288,119.34,67.38
403465,402840.29308015323,200457.84932041288,119.1,65.11
403466,402841.29308015323,200457.84932041288,118.88,66.04
403467,402842.29308015323,200457.84932041288,118.63,69.35
403468,402843.29308015323,200457.84932041288,118.41,68.54
403469,402844.29308015323,200457.84932041288,118.17,63.65
403470,402845.29308015323,200457.84932041288,117.92,54.01
403471,402846.29308015323,200457.84932041288,117.6,67.56
404393,402839.29308015323,200455.84932041288,119.51,74.18
404394,402840.29308015323,200455.84932041288,119.29,76.39
404395,402841.29308015323,200455.84932041288,119.07,76.66
404396,402842.29308015323,200455.84932041288,118.85,73.98
404397,402843.29308015323,200455.84932041288,118.58,71.74
404398,402844.29308015323,200455.84932041288,118.36,71.74
404399,402845.29308015323,200455.84932041288,118.1,71.91
404400,402846.29308015323,200455.84932041288,117.8,76.43
405342,402840.29308015323,200453.84932041288,119.49,67.59
405343,402841.29308015323,200453.84932041288,119.26,68.39
405344,402842.29308015323,200453.84932041288,119.0,70.42
405345,402843.29308015323,200453.84932041288,118.72,69.7
405346,402844.29308015323,200453.84932041288,118.48,67.5
405347,402845.29308015323,200453.84932041288,118.21,66.01
405348,402846.29308015323,200453.84932041288,117.98,66.65
405349,402847.29308015323,200453.84932041288,117.74,68.99
405828,402846.29308015323,200452.84932041288,118.12,66.21
405829,402847.29308015323,200452.84932041288,117.9,58.98
405830,402848.29308015323,200452.84932041288,117.62,73.81
406327,402844.29308015323,200451.84932041288,118.67,65.14
406328,402845.29308015323,200451.84932041288,118.41,65.24
406329,402846.29308015323,200451.84932041288,118.19,66.29
406330,402847.29308015323,200451.84932041288,117.94,71.4
406331,402848.29308015323,200451.84932041288,117.72,59.16
406834,402841.29308015323,200450.84932041288,119.51,69.64
406835,402842.29308015323,200450.84932041288,119.28,66.04
406836,402843.29308015323,200450.84932041288,119.07,68.39
406837,402844.29308015323,200450.84932041288,118.82,67.96
406838,402845.29308015323,200450.84932041288,118.59,65.95
406839,402846.29308015323,200450.84932041288,118.32,66.8
406840,402847.29308015323,200450.84932041288,118.1,69.36
406841,402848.29308015323,200450.84932041288,117.71,60.38
406842,402849.29308015323,200450.84932041288,117.53,76.78
407339,402841.29308015323,200449.84932041288,119.66,68.14
407340,402842.29308015323,200449.84932041288,119.39,65.56
407341,402843.29308015323,200449.84932041288,119.2,70.24
407342,402844.29308015323,200449.84932041288,118.84,71.9
407343,402845.29308015323,200449.84932041288,118.67,73.83
407344,402846.29308015323,200449.84932041288,118.37,74.05
407345,402847.29308015323,200449.84932041288,118.16,71.4
407346,402848.29308015323,200449.84932041288,117.91,68.44
407347,402849.29308015323,200449.84932041288,117.69,63.65
407843,402842.29308015323,200448.84932041288,119.5,70.67
407844,402843.29308015323,200448.84932041288,119.24,70.91
407845,402844.29308015323,200448.84932041288,119.0,68.39
407846,402845.29308015323,200448.84932041288,118.73,68.34
407847,402846.29308015323,200448.84932041288,118.44,67.02
407848,402847.29308015323,200448.84932041288,118.28,69.72
407849,402848.29308015323,200448.84932041288,117.92,72.07
407850,402849.29308015323,200448.84932041288,117.74,59.19
407851,402850.29308015323,200448.84932041288,117.39,70.02
408339,402842.29308015323,200447.84932041288,119.61,73.68
408340,402843.29308015323,200447.84932041288,119.33,70.06
408341,402844.29308015323,200447.84932041288,119.08,69.51
408342,402845.29308015323,200447.84932041288,118.86,70.92
408343,402846.29308015323,200447.84932041288,118.58,70.51
408344,402847.29308015323,200447.84932041288,118.36,72.72
408345,402848.29308015323,200447.84932041288,118.05,69.85
408346,402849.29308015323,200447.84932041288,117.87,69.53
408347,402850.29308015323,200447.84932041288,117.38,65.73
408823,402851.29308015323,200446.84932041288,117.48,75.15
409665,402845.29308015323,200444.84932041288,119.08,72.65
409666,402846.29308015323,200444.84932041288,118.87,72.81
409667,402847.29308015323,200444.84932041288,118.63,71.57
409668,402848.29308015323,200444.84932041288,118.39,69.99
409669,402849.29308015323,200444.84932041288,118.15,70.4
409670,402850.29308015323,200444.84932041288,117.89,64.71
409671,402851.29308015323,200444.84932041288,117.63,61.01
410455,402844.29308015323,200442.84932041288,119.48,72.34
410456,402845.29308015323,200442.84932041288,119.32,69.17
410457,402846.29308015323,200442.84932041288,119.08,69.59
410458,402847.29308015323,200442.84932041288,118.78,68.0
410459,402848.29308015323,200442.84932041288,118.56,67.68
410460,402849.29308015323,200442.84932041288,118.31,66.39
410461,402850.29308015323,200442.84932041288,118.05,62.51
410462,402851.29308015323,200442.84932041288,117.81,74.86
411184,402849.29308015323,200440.84932041288,118.45,67.62
411185,402850.29308015323,200440.84932041288,118.2,68.84
411186,402851.29308015323,200440.84932041288,118.0,69.97
411187,402852.29308015323,200440.84932041288,117.75,70.18
411188,402853.29308015323,200440.84932041288,117.53,69.01
411537,402845.29308015323,200439.84932041288,119.62,51.45
411538,402846.29308015323,200439.84932041288,119.5,61.21
411539,402847.29308015323,200439.84932041288,119.06,69.91
411540,402848.29308015323,200439.84932041288,118.79,66.23
411541,402849.29308015323,200439.84932041288,118.61,66.15
411542,402850.29308015323,200439.84932041288,118.36,69.86
411543,402851.29308015323,200439.84932041288,118.1,69.92
411544,402852.29308015323,200439.84932041288,117.87,85.65
412233,402846.29308015323,200437.84932041288,119.51,85.91
412234,402847.29308015323,200437.84932041288,119.28,78.59
412235,402848.29308015323,200437.84932041288,119.02,72.81
412236,402849.29308015323,200437.84932041288,118.82,71.22
412237,402850.29308015323,200437.84932041288,118.51,66.12
412238,402851.29308015323,200437.84932041288,118.28,63.08
412239,402852.29308015323,200437.84932041288,118.0,64.91
412240,402853.29308015323,200437.84932041288,117.69,76.66
412941,402850.29308015323,200435.84932041288,118.69,68.96
412942,402851.29308015323,200435.84932041288,118.42,70.57
412943,402852.29308015323,200435.84932041288,118.12,70.9
412944,402853.29308015323,200435.84932041288,117.95,77.85
412945,402854.29308015323,200435.84932041288,117.69,86.33
412946,402855.29308015323,200435.84932041288,117.5,95.04
413312,402852.29308015323,200434.84932041288,118.33,141.87
413313,402853.29308015323,200434.84932041288,118.04,157.89
386536,402835.29308015323,200492.84932041288,112.49,43.54
387084,402833.29308015323,200491.84932041288,117.18,6.68
387085,402834.29308015323,200491.84932041288,116.63,33.84
387086,402835.29308015323,200491.84932041288,112.77,54.08
387628,402835.29308015323,200490.84932041288,115.13,69.43
387623,402830.29308015323,200490.84932041288,117.34,355.97
388169,402828.29308015323,200489.84932041288,119.08,334.85
388170,402829.29308015323,200489.84932041288,118.87,340.77
388171,402830.29308015323,200489.84932041288,118.64,28.9
388172,402831.29308015323,200489.84932041288,118.39,21.64
388173,402832.29308015323,200489.84932041288,118.17,71.92
388174,402833.29308015323,200489.84932041288,117.91,70.73
388175,402834.29308015323,200489.84932041288,117.64,67.74
388168,402827.29308015323,200489.84932041288,117.1,1.97
388176,402835.29308015323,200489.84932041288,115.84,67.87
388177,402836.29308015323,200489.84932041288,112.51,62.26
388712,402826.29308015323,200488.84932041288,119.7,315.1
388713,402827.29308015323,200488.84932041288,119.47,7.23
388714,402828.29308015323,200488.84932041288,119.23,355.44
388715,402829.29308015323,200488.84932041288,118.95,64.01
388716,402830.29308015323,200488.84932041288,118.7,66.73
388717,402831.29308015323,200488.84932041288,118.46,72.07
388718,402832.29308015323,200488.84932041288,118.22,77.26
388719,402833.29308015323,200488.84932041288,117.98,77.35
388720,402834.29308015323,200488.84932041288,117.74,70.73
388721,402835.29308015323,200488.84932041288,117.52,72.68
388711,402825.29308015323,200488.84932041288,115.7,326.05
388722,402836.29308015323,200488.84932041288,114.87,72.8
389262,402835.29308015323,200487.84932041288,116.9,86.77
389263,402836.29308015323,200487.84932041288,114.63,88.96
389264,402837.29308015323,200487.84932041288,112.55,89.51
389780,402820.29308015323,200486.84932041288,118.31,348.47
389781,402821.29308015323,200486.84932041288,118.58,332.3
389782,402822.29308015323,200486.84932041288,118.8,300.77
389783,402823.29308015323,200486.84932041288,119.1,257.21
389784,402824.29308015323,200486.84932041288,119.34,251.02
389785,402825.29308015323,200486.84932041288,119.6,248.5
389786,402826.29308015323,200486.84932041288,119.81,225.0
389787,402827.29308015323,200486.84932041288,119.62,74.95
389788,402828.29308015323,200486.84932041288,119.37,69.51
389789,402829.29308015323,200486.84932041288,119.17,72.1
389790,402830.29308015323,200486.84932041288,118.92,75.77
389791,402831.29308015323,200486.84932041288,118.68,72.07
389792,402832.29308015323,200486.84932041288,118.41,63.66
389779,402819.29308015323,200486.84932041288,117.86,322.6
389796,402836.29308015323,200486.84932041288,115.01,69.12
389797,402837.29308015323,200486.84932041288,112.57,58.17
389793,402833.29308015323,200486.84932041288,118.14,60.95
390326,402819.29308015323,200485.84932041288,118.03,298.76
390327,402820.29308015323,200485.84932041288,118.27,258.49
390328,402821.29308015323,200485.84932041288,118.57,249.11
390329,402822.29308015323,200485.84932041288,118.83,249.78
390330,402823.29308015323,200485.84932041288,119.07,251.73
390331,402824.29308015323,200485.84932041288,119.28,250.99
390332,402825.29308015323,200485.84932041288,119.47,248.78
390333,402826.29308015323,200485.84932041288,119.68,250.46
390334,402827.29308015323,200485.84932041288,119.73,58.82
390335,402828.29308015323,200485.84932041288,119.53,62.01
390336,402829.29308015323,200485.84932041288,119.28,65.14
390337,402830.29308015323,200485.84932041288,118.97,67.51
390338,402831.29308015323,200485.84932041288,118.71,64.18
390325,402818.29308015323,200485.84932041288,116.99,296.16
390343,402836.29308015323,200485.84932041288,116.27,64.78
390344,402837.29308015323,200485.84932041288,115.03,64.22
390339,402832.29308015323,200485.84932041288,118.53,62.45
390882,402818.29308015323,200484.84932041288,117.69,276.0
390883,402819.29308015323,200484.84932041288,117.94,270.42
390884,402820.29308015323,200484.84932041288,118.16,246.35
390885,402821.29308015323,200484.84932041288,118.35,243.67
390886,402822.29308015323,200484.84932041288,118.62,242.35
390887,402823.29308015323,200484.84932041288,118.92,243.54
390888,402824.29308015323,200484.84932041288,119.21,245.02
390889,402825.29308015323,200484.84932041288,119.42,248.48
390890,402826.29308015323,200484.84932041288,119.64,255.07
390891,402827.29308015323,200484.84932041288,119.81,53.14
390900,402836.29308015323,200484.84932041288,116.86,62.65
390901,402837.29308015323,200484.84932041288,115.02,70.58
390902,402838.29308015323,200484.84932041288,112.61,73.9
391443,402819.29308015323,200483.84932041288,117.84,232.09
391444,402820.29308015323,200483.84932041288,118.08,246.29
391445,402821.29308015323,200483.84932041288,118.33,250.67
391446,402822.29308015323,200483.84932041288,118.54,253.1
391447,402823.29308015323,200483.84932041288,118.79,252.36
391448,402824.29308015323,200483.84932041288,119.06,249.88
391461,402837.29308015323,200483.84932041288,116.85,63.84
391462,402838.29308015323,200483.84932041288,113.33,68.17
391442,402818.29308015323,200483.84932041288,117.58,248.44
391983,402819.29308015323,200482.84932041288,117.7,255.41
391984,402820.29308015323,200482.84932041288,117.94,252.45
391985,402821.29308015323,200482.84932041288,118.2,251.39
391986,402822.29308015323,200482.84932041288,118.47,251.74
391987,402823.29308015323,200482.84932041288,118.75,251.73
391988,402824.29308015323,200482.84932041288,119.01,249.7
391989,402825.29308015323,200482.84932041288,119.25,248.96
391990,402826.29308015323,200482.84932041288,119.49,249.94
391991,402827.29308015323,200482.84932041288,119.71,254.25
391992,402828.29308015323,200482.84932041288,119.81,65.9
391993,402829.29308015323,200482.84932041288,119.55,66.43
391994,402830.29308015323,200482.84932041288,119.33,62.43
391995,402831.29308015323,200482.84932041288,119.07,65.87
392002,402838.29308015323,200482.84932041288,114.52,77.75
392485,402819.29308015323,200481.84932041288,117.69,254.69
392486,402820.29308015323,200481.84932041288,117.93,243.63
392487,402821.29308015323,200481.84932041288,118.16,251.05
392488,402822.29308015323,200481.84932041288,118.37,254.24
392489,402823.29308015323,200481.84932041288,118.63,253.3
392490,402824.29308015323,200481.84932041288,118.86,248.35
392491,402825.29308015323,200481.84932041288,119.12,246.45
392492,402826.29308015323,200481.84932041288,119.36,246.09
392493,402827.29308015323,200481.84932041288,119.63,246.46
392494,402828.29308015323,200481.84932041288,119.78,188.14
392495,402829.29308015323,200481.84932041288,119.59,72.46
392496,402830.29308015323,200481.84932041288,119.38,71.75
392497,402831.29308015323,200481.84932041288,119.17,75.56
392498,402832.29308015323,200481.84932041288,118.91,75.55
392504,402838.29308015323,200481.84932041288,115.04,71.2
