pixel_id,x,y,elevation,aspect
osgb1000011999905:254310.5:58800.5,254310.5,58800.5,77.6240005493164,203.89659118652344
osgb1000011999905:254311.5:58800.5,254311.5,58800.5,77.80400085449219,194.44998168945312
osgb1000011999905:254312.5:58800.5,254312.5,58800.5,77.92400360107422,202.61338806152344
osgb1000011999905:254313.5:58800.5,254313.5,58800.5,78.41400146484375,239.8188018798828
osgb1000011999905:254314.5:58800.5,254314.5,58800.5,79.27400207519531,267.6348876953125
osgb1000011999905:254315.5:58800.5,254315.5,58800.5,80.29399871826172,281.637451171875
osgb1000011999905:254316.5:58800.5,254316.5,58800.5,80.3740005493164,89.30591583251953
osgb1000011999905:254317.5:58800.5,254317.5,58800.5,79.42400360107422,92.72611236572266
osgb1000011999905:254318.5:58800.5,254318.5,58800.5,78.63400268554688,82.80632781982422
osgb1000011999905:254319.5:58800.5,254319.5,58800.5,78.90399932861328,54.320274353027344
osgb1000011999905:254320.5:58800.5,254320.5,58800.5,78.40399932861328,68.1788330078125
osgb1000011999905:254308.5:58799.5,254308.5,58799.5,74.88400268554688,224.84036254882812
osgb1000011999905:254309.5:58799.5,254309.5,58799.5,75.83399963378906,209.3379669189453
osgb1000011999905:254310.5:58799.5,254310.5,58799.5,76.21399688720703,205.31553649902344
osgb1000011999905:254311.5:58799.5,254311.5,58799.5,76.84400177001953,216.37258911132812
osgb1000011999905:254312.5:58799.5,254312.5,58799.5,77.34400177001953,244.40597534179688
osgb1000011999905:254313.5:58799.5,254313.5,58799.5,78.3239974975586,267.95196533203125
osgb1000011999905:254314.5:58799.5,254314.5,58799.5,79.36399841308594,271.349609375
osgb1000011999905:254315.5:58799.5,254315.5,58799.5,80.44400024414062,256.16888427734375
osgb1000011999905:254316.5:58799.5,254316.5,58799.5,80.2239990234375,109.64462280273438
osgb1000011999905:254317.5:58799.5,254317.5,58799.5,79.3239974975586,102.36862182617188
osgb1000011999905:254318.5:58799.5,254318.5,58799.5,78.76399993896484,122.94544982910156
osgb1000011999905:254319.5:58799.5,254319.5,58799.5,78.49400329589844,149.07962036132812
osgb1000011999905:254320.5:58799.5,254320.5,58799.5,78.17400360107422,106.96296691894531
osgb1000011999905:254309.5:58798.5,254309.5,58798.5,74.34400177001953,203.38674926757812
osgb1000011999905:254310.5:58798.5,254310.5,58798.5,74.99400329589844,215.28128051757812
osgb1000011999905:254311.5:58798.5,254311.5,58798.5,76.06400299072266,234.21299743652344
osgb1000011999905:254312.5:58798.5,254312.5,58798.5,77.35399627685547,256.2783203125
osgb1000011999905:254313.5:58798.5,254313.5,58798.5,78.44400024414062,273.31488037109375
osgb1000011999905:254314.5:58798.5,254314.5,58798.5,79.51399993896484,277.68743896484375
osgb1000011999905:254315.5:58798.5,254315.5,58798.5,79.96399688720703,271.57647705078125
osgb1000011999905:254316.5:58798.5,254316.5,58798.5,79.98400115966797,99.3514404296875
osgb1000011999905:254317.5:58798.5,254317.5,58798.5,79.1240005493164,102.03329467773438
osgb1000011999905:254318.5:58798.5,254318.5,58798.5,78.21399688720703,119.26448059082031
osgb1000011999905:254319.5:58798.5,254319.5,58798.5,77.7239990234375,140.0929412841797
osgb1000011999905:254320.5:58798.5,254320.5,58798.5,77.29399871826172,134.39395141601562
osgb1000011999905:254309.5:58797.5,254309.5,58797.5,73.51399993896484,204.97268676757812
osgb1000011999905:254310.5:58797.5,254310.5,58797.5,74.02400207519531,233.1298828125
osgb1000011999905:254311.5:58797.5,254311.5,58797.5,75.06400299072266,253.683837890625
osgb1000011999905:254312.5:58797.5,254312.5,58797.5,76.84400177001953,266.7651672363281
osgb1000011999905:254313.5:58797.5,254313.5,58797.5,78.69400024414062,274.56951904296875
osgb1000011999905:254314.5:58797.5,254314.5,58797.5,79.65399932861328,282.2716369628906
osgb1000011999905:254315.5:58797.5,254315.5,58797.5,80.42400360107422,317.6544494628906
osgb1000011999905:254316.5:58797.5,254316.5,58797.5,80.03399658203125,84.70807647705078
osgb1000011999905:254317.5:58797.5,254317.5,58797.5,79.03399658203125,94.27458953857422
osgb1000011999905:254318.5:58797.5,254318.5,58797.5,78.04399871826172,99.83149719238281
osgb1000011999905:254319.5:58797.5,254319.5,58797.5,77.11399841308594,103.56657409667969
osgb1000011999905:254320.5:58797.5,254320.5,58797.5,74.44400024414062,101.23150634765625
osgb1000011999905:254309.5:58796.5,254309.5,58796.5,73.4739990234375,269.43389892578125
osgb1000011999905:254310.5:58796.5,254310.5,58796.5,73.46399688720703,280.15557861328125
osgb1000011999905:254311.5:58796.5,254311.5,58796.5,75.13400268554688,280.5973815917969
osgb1000011999905:254312.5:58796.5,254312.5,58796.5,77.28399658203125,280.961669921875
osgb1000011999905:254313.5:58796.5,254313.5,58796.5,78.76399993896484,278.130126953125
osgb1000011999905:254314.5:58796.5,254314.5,58796.5,79.76399993896484,274.68316650390625
osgb1000011999905:254315.5:58796.5,254315.5,58796.5,80.63400268554688,276.95123291015625
osgb1000011999905:254316.5:58796.5,254316.5,58796.5,79.9739990234375,94.1628189086914
osgb1000011999905:254317.5:58796.5,254317.5,58796.5,78.96399688720703,91.519287109375
osgb1000011999905:254318.5:58796.5,254318.5,58796.5,77.96399688720703,80.53784942626953
osgb1000011999905:254319.5:58796.5,254319.5,58796.5,77.16400146484375,77.11283111572266
osgb1000011999905:254320.5:58796.5,254320.5,58796.5,76.30400085449219,80.99019622802734
osgb1000011999905:254309.5:58795.5,254309.5,58795.5,73.59400177001953,312.8955993652344
osgb1000011999905:254310.5:58795.5,254310.5,58795.5,74.24400329589844,304.4037780761719
osgb1000011999905:254311.5:58795.5,254311.5,58795.5,75.81400299072266,294.0875244140625
osgb1000011999905:254312.5:58795.5,254312.5,58795.5,77.73400115966797,286.70806884765625
osgb1000011999905:254313.5:58795.5,254313.5,58795.5,78.86399841308594,279.5709228515625
osgb1000011999905:254314.5:58795.5,254314.5,58795.5,79.83399963378906,270.82763671875
osgb1000011999905:254315.5:58795.5,254315.5,58795.5,80.4739990234375,181.06192016601562
osgb1000011999905:254316.5:58795.5,254316.5,58795.5,79.85399627685547,99.99698638916016
osgb1000011999905:254317.5:58795.5,254317.5,58795.5,78.88400268554688,86.22335052490234
osgb1000011999905:254318.5:58795.5,254318.5,58795.5,78.3239974975586,66.16553497314453
osgb1000011999905:254319.5:58795.5,254319.5,58795.5,77.80400085449219,80.53765106201172
osgb1000011999905:254309.5:58794.5,254309.5,58794.5,74.1240005493164,309.0417175292969
osgb1000011999905:254310.5:58794.5,254310.5,58794.5,75.30400085449219,295.760009765625
osgb1000011999905:254311.5:58794.5,254311.5,58794.5,76.84400177001953,278.67138671875
osgb1000011999905:254312.5:58794.5,254312.5,58794.5,78.10399627685547,269.9443664550781
osgb1000011999905:254313.5:58794.5,254313.5,58794.5,78.9739990234375,273.0556640625
osgb1000011999905:254314.5:58794.5,254314.5,58794.5,79.96399688720703,275.5641784667969
osgb1000011999905:254315.5:58794.5,254315.5,58794.5,80.11399841308594,115.16732788085938
osgb1000011999905:254316.5:58794.5,254316.5,58794.5,79.73400115966797,96.4095230102539
osgb1000011999905:254317.5:58794.5,254317.5,58794.5,78.89399719238281,101.34838104248047
osgb1000011999905:254318.5:58794.5,254318.5,58794.5,78.74400329589844,114.58641052246094
osgb1000011999905:254319.5:58794.5,254319.5,58794.5,77.8740005493164,91.05766296386719
osgb1000011999905:254309.5:58793.5,254309.5,58793.5,74.8239974975586,291.6146545410156
osgb1000011999905:254310.5:58793.5,254310.5,58793.5,75.65399932861328,247.26629638671875
osgb1000011999905:254311.5:58793.5,254311.5,58793.5,76.05400085449219,231.87474060058594
osgb1000011999905:254312.5:58793.5,254312.5,58793.5,77.51399993896484,236.6915283203125
osgb1000011999905:254313.5:58793.5,254313.5,58793.5,79.05400085449219,245.58050537109375
osgb1000011999905:254314.5:58793.5,254314.5,58793.5,80.1240005493164,243.03115844726562
osgb1000011999905:254315.5:58793.5,254315.5,58793.5,80.19400024414062,150.8929443359375
osgb1000011999905:254316.5:58793.5,254316.5,58793.5,79.73400115966797,114.44393920898438
osgb1000011999905:254317.5:58793.5,254317.5,58793.5,78.79399871826172,127.3115234375
osgb1000011999905:254318.5:58793.5,254318.5,58793.5,77.46399688720703,153.23880004882812
osgb1000011999905:254319.5:58793.5,254319.5,58793.5,77.67400360107422,145.6848907470703
osgb1000011999905:254309.5:58792.5,254309.5,58792.5,74.91400146484375,229.532958984375
osgb1000011999905:254310.5:58792.5,254310.5,58792.5,74.65399932861328,187.27734375
osgb1000011999905:254311.5:58792.5,254311.5,58792.5,75.10399627685547,206.51504516601562
osgb1000011999905:254312.5:58792.5,254312.5,58792.5,76.03399658203125,214.9745330810547
osgb1000011999905:254309.5:58791.5,254309.5,58791.5,74.73400115966797,182.06427001953125
osgb1000011999905:254310.5:58791.5,254310.5,58791.5,74.29399871826172,140.8526611328125
osgb1000011999905:254311.5:58791.5,254311.5,58791.5,73.77400207519531,172.78857421875
osgb1000011999905:254309.5:58790.5,254309.5,58790.5,74.30400085449219,141.38211059570312
osgb1000011999905:254310.5:58790.5,254310.5,58790.5,74.00399780273438,115.5950927734375
osgb1000011999905:254311.5:58790.5,254311.5,58790.5,71.74400329589844,131.7861328125
