pixel_id,easting,northing,elevation,aspect
434384,402916.29308015323,200363.84932041288,123.39,261.57
434385,402917.29308015323,200363.84932041288,123.48,39.82
434386,402918.29308015323,200363.84932041288,123.35,61.33
434387,402919.29308015323,200363.84932041288,123.29,56.31
434388,402920.29308015323,200363.84932041288,123.19,60.57
434389,402921.29308015323,200363.84932041288,123.09,66.8
434390,402922.29308015323,200363.84932041288,123.0,74.63
434391,402923.29308015323,200363.84932041288,122.88,75.38
434392,402924.29308015323,200363.84932041288,122.75,77.68
434393,402925.29308015323,200363.84932041288,122.66,76.86
434394,402926.29308015323,200363.84932041288,122.59,66.8
434395,402927.29308015323,200363.84932041288,122.47,65.75
434396,402928.29308015323,200363.84932041288,122.4,68.57
434397,402929.29308015323,200363.84932041288,122.28,65.67
434398,402930.29308015323,200363.84932041288,122.2,66.1
434399,402931.29308015323,200363.84932041288,122.07,69.15
434400,402932.29308015323,200363.84932041288,121.96,88.03
434613,402916.29308015323,200362.84932041288,123.37,260.28
434614,402917.29308015323,200362.84932041288,123.5,173.63
434615,402918.29308015323,200362.84932041288,123.39,92.42
434616,402919.29308015323,200362.84932041288,123.32,90.0
434617,402920.29308015323,200362.84932041288,123.23,89.28
434618,402921.29308015323,200362.84932041288,123.12,91.27
434619,402922.29308015323,200362.84932041288,122.99,92.18
434620,402923.29308015323,200362.84932041288,122.92,82.69
434621,402924.29308015323,200362.84932041288,122.8,76.83
434622,402925.29308015323,200362.84932041288,122.66,66.8
434623,402926.29308015323,200362.84932041288,122.68,63.04
434624,402927.29308015323,200362.84932041288,122.54,72.26
434625,402928.29308015323,200362.84932041288,122.38,72.38
434626,402929.29308015323,200362.84932041288,122.32,68.5
434627,402930.29308015323,200362.84932041288,122.24,70.3
434628,402931.29308015323,200362.84932041288,122.12,69.52
434629,402932.29308015323,200362.84932041288,122.06,47.82
434630,402933.29308015323,200362.84932041288,121.96,47.42
434827,402916.29308015323,200361.84932041288,123.37,244.79
434828,402917.29308015323,200361.84932041288,123.44,231.34
434829,402918.29308015323,200361.84932041288,123.36,72.22
434830,402919.29308015323,200361.84932041288,123.28,67.62
434831,402920.29308015323,200361.84932041288,123.2,75.47
434832,402921.29308015323,200361.84932041288,123.09,80.54
434833,402922.29308015323,200361.84932041288,122.97,82.87
434834,402923.29308015323,200361.84932041288,122.91,84.03
434835,402924.29308015323,200361.84932041288,122.82,77.62
434836,402925.29308015323,200361.84932041288,122.71,71.57
434837,402926.29308015323,200361.84932041288,122.66,83.23
434838,402927.29308015323,200361.84932041288,122.57,79.46
434839,402928.29308015323,200361.84932041288,122.45,66.8
434840,402929.29308015323,200361.84932041288,122.35,64.1
434841,402930.29308015323,200361.84932041288,122.27,67.17
434842,402931.29308015323,200361.84932041288,122.15,64.59
434843,402932.29308015323,200361.84932041288,122.04,64.33
434844,402933.29308015323,200361.84932041288,121.94,90.81
434845,402934.29308015323,200361.84932041288,121.87,83.44
435031,402917.29308015323,200360.84932041288,123.42,251.57
435032,402918.29308015323,200360.84932041288,123.48,41.83
435033,402919.29308015323,200360.84932041288,123.39,56.11
435034,402920.29308015323,200360.84932041288,123.28,55.15
435035,402921.29308015323,200360.84932041288,123.16,57.15
435036,402922.29308015323,200360.84932041288,123.02,60.12
435037,402923.29308015323,200360.84932041288,122.92,61.22
435038,402924.29308015323,200360.84932041288,122.84,61.8
435039,402925.29308015323,200360.84932041288,122.76,64.99
435040,402926.29308015323,200360.84932041288,122.65,72.51
435041,402927.29308015323,200360.84932041288,122.57,79.0
435042,402928.29308015323,200360.84932041288,122.51,73.52
435043,402929.29308015323,200360.84932041288,122.39,65.68
435044,402930.29308015323,200360.84932041288,122.31,69.84
435045,402931.29308015323,200360.84932041288,122.23,75.96
435046,402932.29308015323,200360.84932041288,122.15,77.32
435047,402933.29308015323,200360.84932041288,122.04,88.69
435221,402917.29308015323,200359.84932041288,123.36,252.07
435222,402918.29308015323,200359.84932041288,123.43,220.92
435223,402919.29308015323,200359.84932041288,123.41,85.6
435224,402920.29308015323,200359.84932041288,123.32,75.58
435225,402921.29308015323,200359.84932041288,123.27,73.89
435226,402922.29308015323,200359.84932041288,123.11,71.9
435227,402923.29308015323,200359.84932041288,122.99,65.56
435228,402924.29308015323,200359.84932041288,122.91,65.81
435229,402925.29308015323,200359.84932041288,122.82,68.07
435230,402926.29308015323,200359.84932041288,122.7,70.35
435231,402927.29308015323,200359.84932041288,122.61,79.22
435232,402928.29308015323,200359.84932041288,122.47,87.36
435233,402929.29308015323,200359.84932041288,122.48,87.43
435234,402930.29308015323,200359.84932041288,122.32,82.26
435235,402931.29308015323,200359.84932041288,122.21,82.06
435236,402932.29308015323,200359.84932041288,122.07,92.49
435237,402933.29308015323,200359.84932041288,122.0,50.22
435238,402934.29308015323,200359.84932041288,121.94,55.28
435399,402917.29308015323,200358.84932041288,123.36,249.28
435400,402918.29308015323,200358.84932041288,123.42,256.76
435401,402919.29308015323,200358.84932041288,123.42,68.49
435402,402920.29308015323,200358.84932041288,123.32,72.6
435403,402921.29308015323,200358.84932041288,123.23,77.68
435404,402922.29308015323,200358.84932041288,123.1,76.83
435405,402923.29308015323,200358.84932041288,123.02,72.44
435406,402924.29308015323,200358.84932041288,122.91,75.25
435407,402925.29308015323,200358.84932041288,122.83,75.96
435408,402926.29308015323,200358.84932041288,122.75,75.65
435409,402927.29308015323,200358.84932041288,122.6,70.39
435410,402928.29308015323,200358.84932041288,122.51,68.46
435411,402929.29308015323,200358.84932041288,122.39,79.9
435412,402930.29308015323,200358.84932041288,122.34,77.01
435413,402931.29308015323,200358.84932041288,122.28,67.48
435414,402932.29308015323,200358.84932041288,122.14,68.67
435415,402933.29308015323,200358.84932041288,121.97,68.57
435416,402934.29308015323,200358.84932041288,121.92,69.66
435580,402918.29308015323,200357.84932041288,123.4,263.16
435581,402919.29308015323,200357.84932041288,123.46,92.48
435582,402920.29308015323,200357.84932041288,123.38,90.83
435583,402921.29308015323,200357.84932041288,123.31,88.63
435584,402922.29308015323,200357.84932041288,123.16,83.37
435585,402923.29308015323,200357.84932041288,123.07,78.41
435586,402924.29308015323,200357.84932041288,122.95,73.86
435587,402925.29308015323,200357.84932041288,122.86,69.63
435588,402926.29308015323,200357.84932041288,122.76,69.45
435589,402927.29308015323,200357.84932041288,122.67,60.68
435590,402928.29308015323,200357.84932041288,122.6,56.14
435591,402929.29308015323,200357.84932041288,122.46,59.42
435592,402930.29308015323,200357.84932041288,122.36,63.78
435593,402931.29308015323,200357.84932041288,122.3,73.01
435594,402932.29308015323,200357.84932041288,122.19,67.55
435595,402933.29308015323,200357.84932041288,122.08,58.65
435596,402934.29308015323,200357.84932041288,121.97,45.84
435597,402935.29308015323,200357.84932041288,121.95,53.07
435761,402918.29308015323,200356.84932041288,123.42,264.4
435762,402919.29308015323,200356.84932041288,123.41,68.21
435763,402920.29308015323,200356.84932041288,123.33,72.1
435764,402921.29308015323,200356.84932041288,123.21,72.85
435765,402922.29308015323,200356.84932041288,123.15,74.51
435766,402923.29308015323,200356.84932041288,123.04,82.06
435767,402924.29308015323,200356.84932041288,122.98,90.76
435768,402925.29308015323,200356.84932041288,122.89,89.12
435769,402926.29308015323,200356.84932041288,122.82,83.83
435770,402927.29308015323,200356.84932041288,122.7,80.39
435771,402928.29308015323,200356.84932041288,122.65,73.14
435772,402929.29308015323,200356.84932041288,122.54,68.88
435773,402930.29308015323,200356.84932041288,122.42,69.23
435774,402931.29308015323,200356.84932041288,122.3,72.51
435775,402932.29308015323,200356.84932041288,122.24,71.1
435776,402933.29308015323,200356.84932041288,122.13,67.48
435777,402934.29308015323,200356.84932041288,122.03,66.41
435778,402935.29308015323,200356.84932041288,121.94,53.56
435779,402936.29308015323,200356.84932041288,121.76,47.41
435943,402918.29308015323,200355.84932041288,123.37,247.52
435944,402919.29308015323,200355.84932041288,123.45,285.25
435945,402920.29308015323,200355.84932041288,123.47,55.54
435946,402921.29308015323,200355.84932041288,123.35,60.95
435947,402922.29308015323,200355.84932041288,123.24,60.48
435948,402923.29308015323,200355.84932041288,123.1,65.56
435949,402924.29308015323,200355.84932041288,122.93,66.8
435950,402925.29308015323,200355.84932041288,122.86,70.02
435951,402926.29308015323,200355.84932041288,122.79,77.8
435952,402927.29308015323,200355.84932041288,122.69,82.57
435953,402928.29308015323,200355.84932041288,122.64,90.0
435954,402929.29308015323,200355.84932041288,122.56,86.08
435955,402930.29308015323,200355.84932041288,122.46,77.95
435956,402931.29308015323,200355.84932041288,122.33,75.12
435957,402932.29308015323,200355.84932041288,122.26,77.13
435958,402933.29308015323,200355.84932041288,122.16,78.97
435959,402934.29308015323,200355.84932041288,122.08,77.55
435960,402935.29308015323,200355.84932041288,121.96,81.33
436126,402919.29308015323,200354.84932041288,123.43,246.8
436127,402920.29308015323,200354.84932041288,123.44,74.36
436128,402921.29308015323,200354.84932041288,123.32,71.56
436129,402922.29308015323,200354.84932041288,123.27,71.14
436130,402923.29308015323,200354.84932041288,123.16,70.5
436131,402924.29308015323,200354.84932041288,123.07,64.49
436132,402925.29308015323,200354.84932041288,122.95,63.14
436133,402926.29308015323,200354.84932041288,122.85,68.58
436134,402927.29308015323,200354.84932041288,122.74,69.28
436135,402928.29308015323,200354.84932041288,122.63,67.01
436136,402929.29308015323,200354.84932041288,122.54,65.28
436137,402930.29308015323,200354.84932041288,122.49,71.96
436138,402931.29308015323,200354.84932041288,122.35,74.05
436139,402932.29308015323,200354.84932041288,122.28,73.95
436140,402933.29308015323,200354.84932041288,122.16,82.62
436141,402934.29308015323,200354.84932041288,122.08,86.91
436142,402935.29308015323,200354.84932041288,121.98,61.03
436143,402936.29308015323,200354.84932041288,121.9,84.14
436303,402919.29308015323,200353.84932041288,123.36,255.62
436304,402920.29308015323,200353.84932041288,123.51,300.98
436305,402921.29308015323,200353.84932041288,123.43,67.78
436306,402922.29308015323,200353.84932041288,123.3,70.77
436307,402923.29308015323,200353.84932041288,123.18,69.96
436308,402924.29308015323,200353.84932041288,123.05,64.0
436309,402925.29308015323,200353.84932041288,122.96,62.61
436310,402926.29308015323,200353.84932041288,122.86,64.54
436311,402927.29308015323,200353.84932041288,122.76,66.45
436312,402928.29308015323,200353.84932041288,122.71,69.62
436313,402929.29308015323,200353.84932041288,122.63,69.34
436314,402930.29308015323,200353.84932041288,122.54,73.97
436315,402931.29308015323,200353.84932041288,122.38,77.0
436316,402932.29308015323,200353.84932041288,122.32,77.8
436317,402933.29308015323,200353.84932041288,122.2,80.34
436318,402934.29308015323,200353.84932041288,122.05,81.87
436319,402935.29308015323,200353.84932041288,122.02,80.36
436320,402936.29308015323,200353.84932041288,121.95,106.37
436477,402919.29308015323,200352.84932041288,123.37,253.76
436478,402920.29308015323,200352.84932041288,123.44,240.42
436479,402921.29308015323,200352.84932041288,123.44,87.8
436480,402922.29308015323,200352.84932041288,123.32,79.92
436481,402923.29308015323,200352.84932041288,123.24,77.01
436482,402924.29308015323,200352.84932041288,123.17,74.75
436483,402925.29308015323,200352.84932041288,123.07,71.13
436484,402926.29308015323,200352.84932041288,122.94,63.72
436485,402927.29308015323,200352.84932041288,122.84,63.97
436486,402928.29308015323,200352.84932041288,122.68,67.33
436487,402929.29308015323,200352.84932041288,122.6,67.25
436488,402930.29308015323,200352.84932041288,122.55,75.96
436489,402931.29308015323,200352.84932041288,122.42,81.55
436490,402932.29308015323,200352.84932041288,122.29,82.3
436491,402933.29308015323,200352.84932041288,122.23,73.3
436492,402934.29308015323,200352.84932041288,122.09,64.29
436493,402935.29308015323,200352.84932041288,122.0,66.8
436494,402936.29308015323,200352.84932041288,121.94,77.88
436647,402920.29308015323,200351.84932041288,123.41,259.12
436648,402921.29308015323,200351.84932041288,123.47,75.46
436649,402922.29308015323,200351.84932041288,123.34,74.05
436650,402923.29308015323,200351.84932041288,123.22,71.13
436651,402924.29308015323,200351.84932041288,123.11,77.62
436652,402925.29308015323,200351.84932041288,123.01,81.65
436653,402926.29308015323,200351.84932041288,122.97,87.83
436654,402927.29308015323,200351.84932041288,122.88,90.66
436655,402928.29308015323,200351.84932041288,122.78,79.0
436656,402929.29308015323,200351.84932041288,122.7,67.89
436657,402930.29308015323,200351.84932041288,122.59,73.12
436658,402931.29308015323,200351.84932041288,122.43,69.83
436659,402932.29308015323,200351.84932041288,122.32,58.35
436660,402933.29308015323,200351.84932041288,122.25,53.13
436661,402934.29308015323,200351.84932041288,122.19,55.46
436662,402935.29308015323,200351.84932041288,122.08,56.98
436663,402936.29308015323,200351.84932041288,121.96,47.08
436664,402937.29308015323,200351.84932041288,121.87,56.21
436812,402920.29308015323,200350.84932041288,123.39,264.81
436813,402921.29308015323,200350.84932041288,123.47,21.04
436814,402922.29308015323,200350.84932041288,123.38,67.38
436815,402923.29308015323,200350.84932041288,123.33,61.97
436816,402924.29308015323,200350.84932041288,123.2,60.04
436817,402925.29308015323,200350.84932041288,123.1,63.97
436818,402926.29308015323,200350.84932041288,122.96,74.22
436819,402927.29308015323,200350.84932041288,122.8,74.15
436820,402928.29308015323,200350.84932041288,122.73,71.03
436821,402929.29308015323,200350.84932041288,122.68,75.35
436822,402930.29308015323,200350.84932041288,122.6,71.57
436823,402931.29308015323,200350.84932041288,122.51,65.85
436824,402932.29308015323,200350.84932041288,122.42,66.11
436825,402933.29308015323,200350.84932041288,122.33,67.89
436826,402934.29308015323,200350.84932041288,122.24,71.1
436827,402935.29308015323,200350.84932041288,122.13,64.06
436828,402936.29308015323,200350.84932041288,122.05,57.34
436829,402937.29308015323,200350.84932041288,121.93,89.7
436982,402920.29308015323,200349.84932041288,123.38,257.62
436983,402921.29308015323,200349.84932041288,123.51,281.3
436984,402922.29308015323,200349.84932041288,123.42,70.47
436985,402923.29308015323,200349.84932041288,123.32,73.86
436986,402924.29308015323,200349.84932041288,123.24,76.8
436987,402925.29308015323,200349.84932041288,123.14,76.11
436988,402926.29308015323,200349.84932041288,123.0,66.96
436989,402927.29308015323,200349.84932041288,122.95,56.66
436990,402928.29308015323,200349.84932041288,122.84,60.82
436991,402929.29308015323,200349.84932041288,122.73,63.78
436992,402930.29308015323,200349.84932041288,122.64,60.64
436993,402931.29308015323,200349.84932041288,122.56,66.96
436994,402932.29308015323,200349.84932041288,122.4,73.07
436995,402933.29308015323,200349.84932041288,122.31,74.61
436996,402934.29308015323,200349.84932041288,122.25,77.47
437154,402921.29308015323,200348.84932041288,123.46,246.5
437155,402922.29308015323,200348.84932041288,123.48,80.75
437156,402923.29308015323,200348.84932041288,123.36,75.46
437157,402924.29308015323,200348.84932041288,123.26,73.37
437158,402925.29308015323,200348.84932041288,123.14,69.14
437159,402926.29308015323,200348.84932041288,123.05,64.33
437160,402927.29308015323,200348.84932041288,122.95,64.06
